timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1749550442255,39,GET Root,200,OK,User Load 1-2,text,true,,139,116,12,12,http://localhost:8080/,34,0,26
1749550442249,44,GET Root,200,OK,User Load 1-1,text,true,,139,116,12,12,http://localhost:8080/,39,0,31
1749550442355,3,GET Root,200,OK,User Load 1-3,text,true,,139,116,13,13,http://localhost:8080/,3,0,1
1749550442455,2,GET Root,200,OK,User Load 1-4,text,true,,139,116,14,14,http://localhost:8080/,2,0,1
1749550442555,3,GET Root,200,OK,User Load 1-5,text,true,,139,116,15,15,http://localhost:8080/,3,0,1
1749550442654,2,GET Root,200,OK,User Load 1-6,text,true,,139,116,16,16,http://localhost:8080/,2,0,1
1749550442753,2,GET Root,200,OK,User Load 1-7,text,true,,139,116,17,17,http://localhost:8080/,2,0,1
1749550442853,2,GET Root,200,OK,User Load 1-8,text,true,,139,116,18,18,http://localhost:8080/,2,0,1
1749550442954,2,GET Root,200,OK,User Load 1-9,text,true,,139,116,19,19,http://localhost:8080/,2,0,1
1749550443055,3,GET Root,200,OK,User Load 1-10,text,true,,139,116,20,20,http://localhost:8080/,3,0,1
1749550443154,3,GET Root,200,OK,User Load 1-11,text,true,,139,116,21,21,http://localhost:8080/,3,0,1
1749550443253,3,GET Root,200,OK,User Load 1-12,text,true,,139,116,22,22,http://localhost:8080/,3,0,1
1749550443297,2,GET Root,200,OK,User Load 1-1,text,true,,139,116,22,22,http://localhost:8080/,2,0,1
1749550443298,2,GET Root,200,OK,User Load 1-2,text,true,,139,116,22,22,http://localhost:8080/,2,0,0
1749550443352,2,GET Root,200,OK,User Load 1-13,text,true,,139,116,23,23,http://localhost:8080/,2,0,1
1749550443359,2,GET Root,200,OK,User Load 1-3,text,true,,139,116,23,23,http://localhost:8080/,2,0,1
1749550443453,2,GET Root,200,OK,User Load 1-14,text,true,,139,116,24,24,http://localhost:8080/,2,0,1
1749550443458,3,GET Root,200,OK,User Load 1-4,text,true,,139,116,24,24,http://localhost:8080/,3,0,1
1749550443553,2,GET Root,200,OK,User Load 1-15,text,true,,139,116,25,25,http://localhost:8080/,2,0,1
1749550443559,2,GET Root,200,OK,User Load 1-5,text,true,,139,116,25,25,http://localhost:8080/,2,0,0
1749550443653,3,GET Root,200,OK,User Load 1-16,text,true,,139,116,26,26,http://localhost:8080/,3,0,1
1749550443658,2,GET Root,200,OK,User Load 1-6,text,true,,139,116,26,26,http://localhost:8080/,2,0,0
1749550443753,3,GET Root,200,OK,User Load 1-17,text,true,,139,116,27,27,http://localhost:8080/,3,0,1
1749550443757,2,GET Root,200,OK,User Load 1-7,text,true,,139,116,27,27,http://localhost:8080/,2,0,1
1749550443853,3,GET Root,200,OK,User Load 1-18,text,true,,139,116,28,28,http://localhost:8080/,2,0,1
1749550443857,2,GET Root,200,OK,User Load 1-8,text,true,,139,116,28,28,http://localhost:8080/,2,0,1
1749550443953,3,GET Root,200,OK,User Load 1-19,text,true,,139,116,29,29,http://localhost:8080/,3,0,1
1749550443957,2,GET Root,200,OK,User Load 1-9,text,true,,139,116,29,29,http://localhost:8080/,2,0,1
1749550444052,3,GET Root,200,OK,User Load 1-20,text,true,,139,116,30,30,http://localhost:8080/,3,0,1
1749550444059,2,GET Root,200,OK,User Load 1-10,text,true,,139,116,30,30,http://localhost:8080/,2,0,1
1749550444152,3,GET Root,200,OK,User Load 1-21,text,true,,139,116,31,31,http://localhost:8080/,3,0,1
1749550444158,2,GET Root,200,OK,User Load 1-11,text,true,,139,116,31,31,http://localhost:8080/,2,0,1
1749550444254,2,GET Root,200,OK,User Load 1-22,text,true,,139,116,32,32,http://localhost:8080/,2,0,0
1749550444257,2,GET Root,200,OK,User Load 1-12,text,true,,139,116,32,32,http://localhost:8080/,2,0,1
1749550444300,3,GET Root,200,OK,User Load 1-1,text,true,,139,116,32,32,http://localhost:8080/,3,0,1
1749550444300,3,GET Root,200,OK,User Load 1-2,text,true,,139,116,32,32,http://localhost:8080/,3,0,1
1749550444354,2,GET Root,200,OK,User Load 1-23,text,true,,139,116,33,33,http://localhost:8080/,2,0,1
1749550444355,3,GET Root,200,OK,User Load 1-13,text,true,,139,116,33,33,http://localhost:8080/,2,0,1
1749550444362,3,GET Root,200,OK,User Load 1-3,text,true,,139,116,33,33,http://localhost:8080/,2,0,1
1749550444453,2,GET Root,200,OK,User Load 1-24,text,true,,139,116,34,34,http://localhost:8080/,2,0,1
1749550444456,2,GET Root,200,OK,User Load 1-14,text,true,,139,116,34,34,http://localhost:8080/,2,0,1
1749550444461,2,GET Root,200,OK,User Load 1-4,text,true,,139,116,34,34,http://localhost:8080/,2,0,1
1749550444553,2,GET Root,200,OK,User Load 1-25,text,true,,139,116,35,35,http://localhost:8080/,2,0,1
1749550444556,2,GET Root,200,OK,User Load 1-15,text,true,,139,116,35,35,http://localhost:8080/,2,0,1
1749550444561,3,GET Root,200,OK,User Load 1-5,text,true,,139,116,35,35,http://localhost:8080/,2,0,1
1749550444654,2,GET Root,200,OK,User Load 1-26,text,true,,139,116,36,36,http://localhost:8080/,2,0,1
1749550444657,2,GET Root,200,OK,User Load 1-16,text,true,,139,116,36,36,http://localhost:8080/,2,0,0
1749550444660,2,GET Root,200,OK,User Load 1-6,text,true,,139,116,36,36,http://localhost:8080/,2,0,1
1749550444753,3,GET Root,200,OK,User Load 1-27,text,true,,139,116,37,37,http://localhost:8080/,3,0,1
1749550444757,2,GET Root,200,OK,User Load 1-17,text,true,,139,116,37,37,http://localhost:8080/,2,0,1
1749550444760,2,GET Root,200,OK,User Load 1-7,text,true,,139,116,37,37,http://localhost:8080/,2,0,1
1749550444853,2,GET Root,200,OK,User Load 1-28,text,true,,139,116,38,38,http://localhost:8080/,2,0,0
1749550444856,2,GET Root,200,OK,User Load 1-18,text,true,,139,116,38,38,http://localhost:8080/,2,0,1
1749550444860,2,GET Root,200,OK,User Load 1-8,text,true,,139,116,38,38,http://localhost:8080/,2,0,1
1749550444953,2,GET Root,200,OK,User Load 1-29,text,true,,139,116,39,39,http://localhost:8080/,2,0,1
1749550444957,2,GET Root,200,OK,User Load 1-19,text,true,,139,116,39,39,http://localhost:8080/,2,0,1
1749550444960,2,GET Root,200,OK,User Load 1-9,text,true,,139,116,39,39,http://localhost:8080/,2,0,0
1749550445053,2,GET Root,200,OK,User Load 1-30,text,true,,139,116,40,40,http://localhost:8080/,2,0,1
1749550445056,2,GET Root,200,OK,User Load 1-20,text,true,,139,116,40,40,http://localhost:8080/,2,0,1
1749550445062,2,GET Root,200,OK,User Load 1-10,text,true,,139,116,40,40,http://localhost:8080/,2,0,1
1749550445152,3,GET Root,200,OK,User Load 1-31,text,true,,139,116,41,41,http://localhost:8080/,3,0,1
1749550445156,2,GET Root,200,OK,User Load 1-21,text,true,,139,116,41,41,http://localhost:8080/,2,0,1
1749550445161,2,GET Root,200,OK,User Load 1-11,text,true,,139,116,41,41,http://localhost:8080/,2,0,1
1749550445252,2,GET Root,200,OK,User Load 1-32,text,true,,139,116,42,42,http://localhost:8080/,2,0,0
1749550445257,2,GET Root,200,OK,User Load 1-22,text,true,,139,116,42,42,http://localhost:8080/,2,0,1
1749550445260,2,GET Root,200,OK,User Load 1-12,text,true,,139,116,42,42,http://localhost:8080/,2,0,1
1749550445304,3,GET Root,200,OK,User Load 1-2,text,true,,139,116,42,42,http://localhost:8080/,2,0,1
1749550445304,3,GET Root,200,OK,User Load 1-1,text,true,,139,116,42,42,http://localhost:8080/,3,0,1
1749550445353,2,GET Root,200,OK,User Load 1-33,text,true,,139,116,43,43,http://localhost:8080/,2,0,0
1749550445357,3,GET Root,200,OK,User Load 1-23,text,true,,139,116,43,43,http://localhost:8080/,2,0,1
1749550445358,2,GET Root,200,OK,User Load 1-13,text,true,,139,116,43,43,http://localhost:8080/,2,0,1
1749550445365,2,GET Root,200,OK,User Load 1-3,text,true,,139,116,43,43,http://localhost:8080/,2,0,1
1749550445453,2,GET Root,200,OK,User Load 1-34,text,true,,139,116,44,44,http://localhost:8080/,2,0,0
1749550445456,2,GET Root,200,OK,User Load 1-24,text,true,,139,116,44,44,http://localhost:8080/,2,0,1
1749550445459,2,GET Root,200,OK,User Load 1-14,text,true,,139,116,44,44,http://localhost:8080/,2,0,1
1749550445464,2,GET Root,200,OK,User Load 1-4,text,true,,139,116,44,44,http://localhost:8080/,2,0,1
1749550445552,2,GET Root,200,OK,User Load 1-35,text,true,,139,116,45,45,http://localhost:8080/,2,0,1
1749550445556,2,GET Root,200,OK,User Load 1-25,text,true,,139,116,45,45,http://localhost:8080/,2,0,1
1749550445559,2,GET Root,200,OK,User Load 1-15,text,true,,139,116,45,45,http://localhost:8080/,2,0,1
1749550445564,2,GET Root,200,OK,User Load 1-5,text,true,,139,116,45,45,http://localhost:8080/,2,0,1
1749550445652,2,GET Root,200,OK,User Load 1-36,text,true,,139,116,46,46,http://localhost:8080/,2,0,1
1749550445657,2,GET Root,200,OK,User Load 1-26,text,true,,139,116,46,46,http://localhost:8080/,2,0,1
1749550445660,3,GET Root,200,OK,User Load 1-16,text,true,,139,116,46,46,http://localhost:8080/,3,0,1
1749550445663,2,GET Root,200,OK,User Load 1-6,text,true,,139,116,46,46,http://localhost:8080/,2,0,1
1749550445754,2,GET Root,200,OK,User Load 1-37,text,true,,139,116,47,47,http://localhost:8080/,2,0,1
1749550445757,2,GET Root,200,OK,User Load 1-27,text,true,,139,116,47,47,http://localhost:8080/,2,0,0
1749550445761,2,GET Root,200,OK,User Load 1-17,text,true,,139,116,47,47,http://localhost:8080/,2,0,0
1749550445763,2,GET Root,200,OK,User Load 1-7,text,true,,139,116,47,47,http://localhost:8080/,2,0,1
1749550445853,2,GET Root,200,OK,User Load 1-38,text,true,,139,116,48,48,http://localhost:8080/,2,0,1
1749550445856,1,GET Root,200,OK,User Load 1-28,text,true,,139,116,48,48,http://localhost:8080/,1,0,0
1749550445860,2,GET Root,200,OK,User Load 1-18,text,true,,139,116,48,48,http://localhost:8080/,2,0,0
1749550445864,2,GET Root,200,OK,User Load 1-8,text,true,,139,116,48,48,http://localhost:8080/,2,0,0
1749550445952,2,GET Root,200,OK,User Load 1-39,text,true,,139,116,49,49,http://localhost:8080/,2,0,1
1749550445957,2,GET Root,200,OK,User Load 1-29,text,true,,139,116,49,49,http://localhost:8080/,2,0,1
1749550445960,2,GET Root,200,OK,User Load 1-19,text,true,,139,116,49,49,http://localhost:8080/,2,0,0
1749550445963,2,GET Root,200,OK,User Load 1-9,text,true,,139,116,49,49,http://localhost:8080/,1,0,0
1749550446054,2,GET Root,200,OK,User Load 1-40,text,true,,139,116,50,50,http://localhost:8080/,2,0,1
1749550446056,3,GET Root,200,OK,User Load 1-30,text,true,,139,116,50,50,http://localhost:8080/,3,0,1
1749550446059,3,GET Root,200,OK,User Load 1-20,text,true,,139,116,50,50,http://localhost:8080/,3,0,1
1749550446065,2,GET Root,200,OK,User Load 1-10,text,true,,139,116,50,50,http://localhost:8080/,2,0,1
1749550446154,2,GET Root,200,OK,User Load 1-41,text,true,,139,116,51,51,http://localhost:8080/,2,0,0
1749550446155,2,GET Root,200,OK,User Load 1-31,text,true,,139,116,51,51,http://localhost:8080/,2,0,1
1749550446158,2,GET Root,200,OK,User Load 1-21,text,true,,139,116,51,51,http://localhost:8080/,2,0,1
1749550446164,2,GET Root,200,OK,User Load 1-11,text,true,,139,116,51,51,http://localhost:8080/,2,0,1
1749550446252,2,GET Root,200,OK,User Load 1-42,text,true,,139,116,52,52,http://localhost:8080/,2,0,1
1749550446255,2,GET Root,200,OK,User Load 1-32,text,true,,139,116,52,52,http://localhost:8080/,2,0,1
1749550446260,2,GET Root,200,OK,User Load 1-22,text,true,,139,116,52,52,http://localhost:8080/,2,0,1
1749550446263,2,GET Root,200,OK,User Load 1-12,text,true,,139,116,52,52,http://localhost:8080/,2,0,1
1749550446308,2,GET Root,200,OK,User Load 1-2,text,true,,139,116,52,52,http://localhost:8080/,2,0,1
1749550446308,3,GET Root,200,OK,User Load 1-1,text,true,,139,116,52,52,http://localhost:8080/,3,0,1
1749550446351,3,GET Root,200,OK,User Load 1-43,text,true,,139,116,53,53,http://localhost:8080/,2,0,1
1749550446356,2,GET Root,200,OK,User Load 1-33,text,true,,139,116,53,53,http://localhost:8080/,2,0,1
1749550446360,2,GET Root,200,OK,User Load 1-23,text,true,,139,116,53,53,http://localhost:8080/,2,0,1
1749550446361,2,GET Root,200,OK,User Load 1-13,text,true,,139,116,53,53,http://localhost:8080/,2,0,1
1749550446368,2,GET Root,200,OK,User Load 1-3,text,true,,139,116,53,53,http://localhost:8080/,2,0,1
1749550446453,2,GET Root,200,OK,User Load 1-44,text,true,,139,116,54,54,http://localhost:8080/,2,0,0
1749550446456,2,GET Root,200,OK,User Load 1-34,text,true,,139,116,54,54,http://localhost:8080/,2,0,1
1749550446459,2,GET Root,200,OK,User Load 1-24,text,true,,139,116,54,54,http://localhost:8080/,2,0,1
1749550446462,2,GET Root,200,OK,User Load 1-14,text,true,,139,116,54,54,http://localhost:8080/,2,0,1
1749550446467,2,GET Root,200,OK,User Load 1-4,text,true,,139,116,54,54,http://localhost:8080/,2,0,1
1749550446553,2,GET Root,200,OK,User Load 1-45,text,true,,139,116,55,55,http://localhost:8080/,2,0,0
1749550446555,2,GET Root,200,OK,User Load 1-35,text,true,,139,116,55,55,http://localhost:8080/,2,0,1
1749550446559,2,GET Root,200,OK,User Load 1-25,text,true,,139,116,55,55,http://localhost:8080/,2,0,1
1749550446562,2,GET Root,200,OK,User Load 1-15,text,true,,139,116,55,55,http://localhost:8080/,2,0,1
1749550446567,2,GET Root,200,OK,User Load 1-5,text,true,,139,116,55,55,http://localhost:8080/,2,0,1
1749550446651,2,GET Root,200,OK,User Load 1-46,text,true,,139,116,56,56,http://localhost:8080/,2,0,1
1749550446655,2,GET Root,200,OK,User Load 1-36,text,true,,139,116,56,56,http://localhost:8080/,2,0,1
1749550446660,3,GET Root,200,OK,User Load 1-26,text,true,,139,116,56,56,http://localhost:8080/,2,0,1
1749550446664,2,GET Root,200,OK,User Load 1-16,text,true,,139,116,56,56,http://localhost:8080/,2,0,1
1749550446666,2,GET Root,200,OK,User Load 1-6,text,true,,139,116,56,56,http://localhost:8080/,2,0,1
1749550446751,2,GET Root,200,OK,User Load 1-47,text,true,,139,116,57,57,http://localhost:8080/,2,0,1
1749550446757,2,GET Root,200,OK,User Load 1-37,text,true,,139,116,57,57,http://localhost:8080/,2,0,1
1749550446760,2,GET Root,200,OK,User Load 1-27,text,true,,139,116,57,57,http://localhost:8080/,2,0,1
1749550446764,2,GET Root,200,OK,User Load 1-17,text,true,,139,116,57,57,http://localhost:8080/,2,0,1
1749550446766,2,GET Root,200,OK,User Load 1-7,text,true,,139,116,57,57,http://localhost:8080/,2,0,1
1749550446852,2,GET Root,200,OK,User Load 1-48,text,true,,139,116,58,58,http://localhost:8080/,2,0,1
1749550446856,2,GET Root,200,OK,User Load 1-38,text,true,,139,116,58,58,http://localhost:8080/,2,0,1
1749550446858,2,GET Root,200,OK,User Load 1-28,text,true,,139,116,58,58,http://localhost:8080/,2,0,1
1749550446863,2,GET Root,200,OK,User Load 1-18,text,true,,139,116,58,58,http://localhost:8080/,2,0,1
1749550446867,2,GET Root,200,OK,User Load 1-8,text,true,,139,116,58,58,http://localhost:8080/,2,0,1
1749550446952,2,GET Root,200,OK,User Load 1-49,text,true,,139,116,59,59,http://localhost:8080/,2,0,0
1749550446955,2,GET Root,200,OK,User Load 1-39,text,true,,139,116,59,59,http://localhost:8080/,2,0,1
1749550446960,2,GET Root,200,OK,User Load 1-29,text,true,,139,116,59,59,http://localhost:8080/,2,0,1
1749550446963,2,GET Root,200,OK,User Load 1-19,text,true,,139,116,59,59,http://localhost:8080/,2,0,1
1749550446965,2,GET Root,200,OK,User Load 1-9,text,true,,139,116,59,59,http://localhost:8080/,2,0,1
1749550447052,2,GET Root,200,OK,User Load 1-50,text,true,,139,116,60,60,http://localhost:8080/,2,0,0
1749550447057,2,GET Root,200,OK,User Load 1-40,text,true,,139,116,60,60,http://localhost:8080/,2,0,1
1749550447060,2,GET Root,200,OK,User Load 1-30,text,true,,139,116,60,60,http://localhost:8080/,2,0,1
1749550447063,2,GET Root,200,OK,User Load 1-20,text,true,,139,116,60,60,http://localhost:8080/,2,0,1
1749550447068,2,GET Root,200,OK,User Load 1-10,text,true,,139,116,60,60,http://localhost:8080/,2,0,1
1749550447152,2,GET Root,200,OK,User Load 1-51,text,true,,139,116,61,61,http://localhost:8080/,2,0,0
1749550447156,2,GET Root,200,OK,User Load 1-41,text,true,,139,116,61,61,http://localhost:8080/,2,0,1
1749550447158,2,GET Root,200,OK,User Load 1-31,text,true,,139,116,61,61,http://localhost:8080/,2,0,1
1749550447161,2,GET Root,200,OK,User Load 1-21,text,true,,139,116,61,61,http://localhost:8080/,2,0,1
1749550447167,2,GET Root,200,OK,User Load 1-11,text,true,,139,116,61,61,http://localhost:8080/,2,0,1
1749550447253,2,GET Root,200,OK,User Load 1-52,text,true,,139,116,62,62,http://localhost:8080/,2,0,0
1749550447255,2,GET Root,200,OK,User Load 1-42,text,true,,139,116,62,62,http://localhost:8080/,2,0,1
1749550447258,2,GET Root,200,OK,User Load 1-32,text,true,,139,116,62,62,http://localhost:8080/,2,0,1
1749550447262,2,GET Root,200,OK,User Load 1-22,text,true,,139,116,62,62,http://localhost:8080/,2,0,1
1749550447265,2,GET Root,200,OK,User Load 1-12,text,true,,139,116,62,62,http://localhost:8080/,2,0,1
1749550447311,3,GET Root,200,OK,User Load 1-1,text,true,,139,116,62,62,http://localhost:8080/,2,0,1
1749550447311,3,GET Root,200,OK,User Load 1-2,text,true,,139,116,62,62,http://localhost:8080/,3,0,1
1749550447354,2,GET Root,200,OK,User Load 1-53,text,true,,139,116,63,63,http://localhost:8080/,2,0,1
1749550447354,2,GET Root,200,OK,User Load 1-43,text,true,,139,116,63,63,http://localhost:8080/,2,0,1
1749550447358,2,GET Root,200,OK,User Load 1-33,text,true,,139,116,63,63,http://localhost:8080/,2,0,1
1749550447363,2,GET Root,200,OK,User Load 1-23,text,true,,139,116,63,63,http://localhost:8080/,2,0,1
1749550447364,2,GET Root,200,OK,User Load 1-13,text,true,,139,116,63,63,http://localhost:8080/,2,0,1
1749550447371,2,GET Root,200,OK,User Load 1-3,text,true,,139,116,63,63,http://localhost:8080/,2,0,1
1749550447452,2,GET Root,200,OK,User Load 1-54,text,true,,139,116,64,64,http://localhost:8080/,2,0,1
1749550447455,2,GET Root,200,OK,User Load 1-44,text,true,,139,116,64,64,http://localhost:8080/,2,0,1
1749550447459,2,GET Root,200,OK,User Load 1-34,text,true,,139,116,64,64,http://localhost:8080/,2,0,1
1749550447462,2,GET Root,200,OK,User Load 1-24,text,true,,139,116,64,64,http://localhost:8080/,2,0,1
1749550447465,2,GET Root,200,OK,User Load 1-14,text,true,,139,116,64,64,http://localhost:8080/,2,0,1
1749550447470,2,GET Root,200,OK,User Load 1-4,text,true,,139,116,64,64,http://localhost:8080/,2,0,1
1749550447552,3,GET Root,200,OK,User Load 1-55,text,true,,139,116,65,65,http://localhost:8080/,3,0,1
1749550447555,2,GET Root,200,OK,User Load 1-45,text,true,,139,116,65,65,http://localhost:8080/,2,0,1
1749550447558,2,GET Root,200,OK,User Load 1-35,text,true,,139,116,65,65,http://localhost:8080/,2,0,1
1749550447562,2,GET Root,200,OK,User Load 1-25,text,true,,139,116,65,65,http://localhost:8080/,2,0,1
1749550447565,2,GET Root,200,OK,User Load 1-15,text,true,,139,116,65,65,http://localhost:8080/,2,0,1
1749550447570,2,GET Root,200,OK,User Load 1-5,text,true,,139,116,65,65,http://localhost:8080/,2,0,1
1749550447654,2,GET Root,200,OK,User Load 1-56,text,true,,139,116,66,66,http://localhost:8080/,2,0,1
1749550447654,2,GET Root,200,OK,User Load 1-46,text,true,,139,116,66,66,http://localhost:8080/,2,0,1
1749550447658,2,GET Root,200,OK,User Load 1-36,text,true,,139,116,66,66,http://localhost:8080/,2,0,1
1749550447663,2,GET Root,200,OK,User Load 1-26,text,true,,139,116,66,66,http://localhost:8080/,2,0,1
1749550447667,2,GET Root,200,OK,User Load 1-16,text,true,,139,116,66,66,http://localhost:8080/,2,0,1
1749550447668,2,GET Root,200,OK,User Load 1-6,text,true,,139,116,66,66,http://localhost:8080/,2,0,1
1749550447754,2,GET Root,200,OK,User Load 1-57,text,true,,139,116,67,67,http://localhost:8080/,2,0,0
1749550447754,2,GET Root,200,OK,User Load 1-47,text,true,,139,116,67,67,http://localhost:8080/,2,0,1
1749550447760,2,GET Root,200,OK,User Load 1-37,text,true,,139,116,67,67,http://localhost:8080/,2,0,1
1749550447762,2,GET Root,200,OK,User Load 1-27,text,true,,139,116,67,67,http://localhost:8080/,2,0,1
1749550447766,2,GET Root,200,OK,User Load 1-17,text,true,,139,116,67,67,http://localhost:8080/,2,0,1
1749550447768,2,GET Root,200,OK,User Load 1-7,text,true,,139,116,67,67,http://localhost:8080/,2,0,1
1749550447853,2,GET Root,200,OK,User Load 1-58,text,true,,139,116,68,68,http://localhost:8080/,2,0,1
1749550447855,2,GET Root,200,OK,User Load 1-48,text,true,,139,116,68,68,http://localhost:8080/,2,0,1
1749550447859,2,GET Root,200,OK,User Load 1-38,text,true,,139,116,68,68,http://localhost:8080/,2,0,1
1749550447860,2,GET Root,200,OK,User Load 1-28,text,true,,139,116,68,68,http://localhost:8080/,2,0,1
1749550447865,2,GET Root,200,OK,User Load 1-18,text,true,,139,116,68,68,http://localhost:8080/,2,0,1
1749550447869,3,GET Root,200,OK,User Load 1-8,text,true,,139,116,68,68,http://localhost:8080/,2,0,1
1749550447953,2,GET Root,200,OK,User Load 1-59,text,true,,139,116,69,69,http://localhost:8080/,2,0,1
1749550447954,2,GET Root,200,OK,User Load 1-49,text,true,,139,116,69,69,http://localhost:8080/,2,0,1
1749550447958,2,GET Root,200,OK,User Load 1-39,text,true,,139,116,69,69,http://localhost:8080/,2,0,1
1749550447962,2,GET Root,200,OK,User Load 1-29,text,true,,139,116,69,69,http://localhost:8080/,2,0,1
1749550447966,2,GET Root,200,OK,User Load 1-19,text,true,,139,116,69,69,http://localhost:8080/,2,0,1
1749550447968,2,GET Root,200,OK,User Load 1-9,text,true,,139,116,69,69,http://localhost:8080/,2,0,1
1749550448053,2,GET Root,200,OK,User Load 1-60,text,true,,139,116,70,70,http://localhost:8080/,2,0,1
1749550448054,2,GET Root,200,OK,User Load 1-50,text,true,,139,116,70,70,http://localhost:8080/,2,0,1
1749550448059,2,GET Root,200,OK,User Load 1-40,text,true,,139,116,70,70,http://localhost:8080/,2,0,1
1749550448062,2,GET Root,200,OK,User Load 1-30,text,true,,139,116,70,70,http://localhost:8080/,2,0,1
1749550448066,3,GET Root,200,OK,User Load 1-20,text,true,,139,116,70,70,http://localhost:8080/,2,0,1
1749550448070,2,GET Root,200,OK,User Load 1-10,text,true,,139,116,70,70,http://localhost:8080/,2,0,1
1749550448153,2,GET Root,200,OK,User Load 1-61,text,true,,139,116,71,71,http://localhost:8080/,2,0,1
1749550448155,1,GET Root,200,OK,User Load 1-51,text,true,,139,116,71,71,http://localhost:8080/,1,0,0
1749550448160,2,GET Root,200,OK,User Load 1-41,text,true,,139,116,71,71,http://localhost:8080/,1,0,0
1749550448161,2,GET Root,200,OK,User Load 1-31,text,true,,139,116,71,71,http://localhost:8080/,1,0,0
1749550448164,1,GET Root,200,OK,User Load 1-21,text,true,,139,116,71,71,http://localhost:8080/,1,0,0
1749550448171,1,GET Root,200,OK,User Load 1-11,text,true,,139,116,71,71,http://localhost:8080/,1,0,0
1749550448252,2,GET Root,200,OK,User Load 1-62,text,true,,139,116,72,72,http://localhost:8080/,2,0,1
1749550448256,1,GET Root,200,OK,User Load 1-52,text,true,,139,116,72,72,http://localhost:8080/,1,0,0
1749550448258,1,GET Root,200,OK,User Load 1-42,text,true,,139,116,72,72,http://localhost:8080/,1,0,0
1749550448261,1,GET Root,200,OK,User Load 1-32,text,true,,139,116,72,72,http://localhost:8080/,1,0,0
1749550448265,1,GET Root,200,OK,User Load 1-22,text,true,,139,116,72,72,http://localhost:8080/,1,0,0
1749550448268,2,GET Root,200,OK,User Load 1-12,text,true,,139,116,72,72,http://localhost:8080/,1,0,0
1749550448315,2,GET Root,200,OK,User Load 1-2,text,true,,139,116,72,72,http://localhost:8080/,2,0,0
1749550448315,2,GET Root,200,OK,User Load 1-1,text,true,,139,116,72,72,http://localhost:8080/,2,0,0
1749550448352,2,GET Root,200,OK,User Load 1-63,text,true,,139,116,73,73,http://localhost:8080/,2,0,1
1749550448357,2,GET Root,200,OK,User Load 1-53,text,true,,139,116,73,73,http://localhost:8080/,2,0,1
1749550448357,2,GET Root,200,OK,User Load 1-43,text,true,,139,116,73,73,http://localhost:8080/,2,0,1
1749550448361,2,GET Root,200,OK,User Load 1-33,text,true,,139,116,73,73,http://localhost:8080/,2,0,0
1749550448366,2,GET Root,200,OK,User Load 1-23,text,true,,139,116,73,73,http://localhost:8080/,2,0,1
1749550448367,2,GET Root,200,OK,User Load 1-13,text,true,,139,116,73,73,http://localhost:8080/,2,0,0
1749550448374,2,GET Root,200,OK,User Load 1-3,text,true,,139,116,73,73,http://localhost:8080/,2,0,1
1749550448452,2,GET Root,200,OK,User Load 1-64,text,true,,139,116,74,74,http://localhost:8080/,2,0,1
1749550448455,2,GET Root,200,OK,User Load 1-54,text,true,,139,116,74,74,http://localhost:8080/,2,0,0
1749550448458,2,GET Root,200,OK,User Load 1-44,text,true,,139,116,74,74,http://localhost:8080/,2,0,1
1749550448462,2,GET Root,200,OK,User Load 1-34,text,true,,139,116,74,74,http://localhost:8080/,2,0,0
1749550448465,2,GET Root,200,OK,User Load 1-24,text,true,,139,116,74,74,http://localhost:8080/,2,0,0
1749550448468,2,GET Root,200,OK,User Load 1-14,text,true,,139,116,74,74,http://localhost:8080/,2,0,0
1749550448473,2,GET Root,200,OK,User Load 1-4,text,true,,139,116,74,74,http://localhost:8080/,2,0,1
1749550448554,2,GET Root,200,OK,User Load 1-65,text,true,,139,116,75,75,http://localhost:8080/,2,0,1
1749550448555,2,GET Root,200,OK,User Load 1-55,text,true,,139,116,75,75,http://localhost:8080/,2,0,1
1749550448557,2,GET Root,200,OK,User Load 1-45,text,true,,139,116,75,75,http://localhost:8080/,2,0,1
1749550448560,2,GET Root,200,OK,User Load 1-35,text,true,,139,116,75,75,http://localhost:8080/,2,0,1
1749550448564,2,GET Root,200,OK,User Load 1-25,text,true,,139,116,75,75,http://localhost:8080/,2,0,1
1749550448567,2,GET Root,200,OK,User Load 1-15,text,true,,139,116,75,75,http://localhost:8080/,2,0,1
1749550448573,3,GET Root,200,OK,User Load 1-5,text,true,,139,116,75,75,http://localhost:8080/,2,0,1
1749550448653,3,GET Root,200,OK,User Load 1-66,text,true,,139,116,76,76,http://localhost:8080/,2,0,1
1749550448658,2,GET Root,200,OK,User Load 1-56,text,true,,139,116,76,76,http://localhost:8080/,2,0,0
1749550448658,2,GET Root,200,OK,User Load 1-46,text,true,,139,116,76,76,http://localhost:8080/,2,0,0
1749550448661,2,GET Root,200,OK,User Load 1-36,text,true,,139,116,76,76,http://localhost:8080/,2,0,1
1749550448666,2,GET Root,200,OK,User Load 1-26,text,true,,139,116,76,76,http://localhost:8080/,2,0,1
1749550448670,2,GET Root,200,OK,User Load 1-16,text,true,,139,116,76,76,http://localhost:8080/,2,0,1
1749550448671,2,GET Root,200,OK,User Load 1-6,text,true,,139,116,76,76,http://localhost:8080/,2,0,1
1749550448753,2,GET Root,200,OK,User Load 1-67,text,true,,139,116,77,77,http://localhost:8080/,2,0,0
